step,instance_id,reward,resolved,f2p_pass,f2p_fail,f2p_rate,num_turns,format_errors,valid_actions,edits,tests_run
11,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,2,3
11,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,2,4
11,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,4
11,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,1
11,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,3,2
11,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,1
11,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,3,2
11,conan-io__conan-14362,0.0,False,0,2,0.0,6,0,6,0,1
11,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,0
11,conan-io__conan-14362,0.0,False,0,2,0.0,11,0,11,1,2
11,conan-io__conan-14362,0.0,False,0,2,0.0,6,0,6,0,2
11,conan-io__conan-14795,1.0,True,4,0,1.0,12,0,11,1,2
11,conan-io__conan-14795,1.0,True,4,0,1.0,7,0,6,3,1
11,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
11,conan-io__conan-14795,1.0,True,4,0,1.0,5,0,4,1,1
11,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
11,conan-io__conan-15185,0.0,False,0,2,0.0,12,1,11,1,3
11,conan-io__conan-15185,,,,,,12,0,12,3,1
11,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
11,python__mypy-11241,0.0,False,0,3,0.0,5,0,5,0,2
11,python__mypy-11241,0.0,False,0,3,0.0,11,0,11,1,4
11,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
11,python__mypy-11241,0.0,False,0,3,0.0,7,0,7,0,1
11,python__mypy-11828,0.333333,False,1,2,0.3333333333333333,10,0,10,1,5
11,python__mypy-11828,1.0,True,3,0,1.0,10,0,9,1,3
11,python__mypy-11828,0.333333,False,1,2,0.3333333333333333,12,0,12,2,3
11,python__mypy-11828,0.0,False,0,3,0.0,11,0,11,3,2
11,python__mypy-15184,0.0,False,0,2,0.0,9,0,9,0,1
11,python__mypy-15184,1.0,True,2,0,1.0,12,0,12,1,4
11,python__mypy-15184,1.0,True,2,0,1.0,12,0,12,1,5
11,python__mypy-15184,0.0,False,0,2,0.0,12,0,12,0,1
12,conan-io__conan-14397,1.0,True,2,0,1.0,11,0,10,2,2
12,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,2,3
12,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,4,1
12,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,4,1
12,pydantic__pydantic-5529,0.0,False,0,2,0.0,8,0,7,3,0
12,pydantic__pydantic-5529,0.0,False,0,2,0.0,10,0,10,2,2
12,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,11,1,3
12,pydantic__pydantic-5529,0.0,False,0,2,0.0,10,0,10,1,2
12,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,2
12,python__mypy-10683,0.0,False,0,2,0.0,10,0,9,1,1
12,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,1,4
12,python__mypy-10683,1.0,True,2,0,1.0,7,0,6,2,2
12,python__mypy-11290,0.0,False,0,2,0.0,8,0,8,1,3
12,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,1
12,python__mypy-11290,0.0,False,0,2,0.0,9,0,9,1,2
12,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,2,3
12,python__mypy-11434,0.0,False,0,2,0.0,9,0,9,0,2
12,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,2,1
12,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
12,python__mypy-11434,0.0,False,0,2,0.0,6,0,6,0,2
12,python__mypy-11824,0.0,False,0,2,0.0,11,0,11,0,3
12,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,0,0
12,python__mypy-11824,0.0,False,0,2,0.0,4,0,4,1,1
12,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,0,3
12,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,1,4
12,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,4,4
12,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,1
12,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,2
12,python__mypy-17071,0.0,False,0,2,0.0,10,0,10,2,1
12,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,1,2
12,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,0,1
12,python__mypy-17071,0.0,False,0,2,0.0,7,0,7,0,3
13,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,2,1
13,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,2
13,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,3,2
13,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,3
13,conan-io__conan-14362,0.0,False,0,2,0.0,8,0,8,0,3
13,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,2
13,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,1
13,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,1
13,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
13,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
13,conan-io__conan-15185,0.5,False,1,1,0.5,12,0,12,1,2
13,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
13,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,1,0
13,pydantic__pydantic-5529,0.0,False,0,2,0.0,9,0,9,2,1
13,pydantic__pydantic-5529,0.0,False,0,2,0.0,11,0,11,3,4
13,pydantic__pydantic-5529,0.0,False,0,2,0.0,11,0,11,3,1
13,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
13,python__mypy-11434,0.0,False,0,2,0.0,9,0,9,0,5
13,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,2
13,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
13,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,0,4
13,python__mypy-11828,0.333333,False,1,2,0.3333333333333333,7,0,7,1,2
13,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,2,2
13,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,1,2
13,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
13,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,2
13,python__mypy-15159,0.0,False,0,2,0.0,8,0,7,2,3
13,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,1,4
13,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,0
13,python__mypy-5617,0.0,False,0,2,0.0,10,0,10,0,3
13,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,2,2
13,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,0
14,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,1,3
14,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,2,4
14,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
14,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,1,4
14,conan-io__conan-14397,1.0,True,2,0,1.0,12,0,12,2,3
14,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,2,2
14,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,3,1
14,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,3,1
14,dask__dask-6682,0.0,False,0,2,0.0,11,0,11,0,1
14,dask__dask-6682,0.5,False,1,1,0.5,12,0,12,2,2
14,dask__dask-6682,,,,,,12,0,12,1,1
14,dask__dask-6682,0.0,False,0,2,0.0,11,0,11,0,5
14,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,1,1
14,python__mypy-10683,1.0,True,2,0,1.0,12,0,12,1,4
14,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,1
14,python__mypy-10683,1.0,True,2,0,1.0,12,0,11,1,5
14,python__mypy-11241,0.0,False,0,3,0.0,6,0,6,0,3
14,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
14,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,2
14,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
14,python__mypy-11290,1.0,True,2,0,1.0,12,0,12,1,5
14,python__mypy-11290,0.0,False,0,2,0.0,9,0,9,0,3
14,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,2
14,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,1
14,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,3,3
14,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,1,1
14,python__mypy-11824,0.0,False,0,2,0.0,10,0,10,0,1
14,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,3,3
14,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,0,1
14,python__mypy-17071,0.0,False,0,2,0.0,10,0,10,1,2
14,python__mypy-17071,0.0,False,0,2,0.0,11,0,11,0,3
14,python__mypy-17071,0.0,False,0,2,0.0,8,0,8,0,3
15,conan-io__conan-14177,0.0,False,0,3,0.0,12,0,12,2,4
15,conan-io__conan-14397,,,,,,12,0,12,3,1
15,conan-io__conan-14397,,,,,,12,0,12,6,2
15,conan-io__conan-14397,,,,,,12,0,12,4,1
15,conan-io__conan-14397,0.0,False,0,2,0.0,10,0,10,1,1
15,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
15,conan-io__conan-15185,,,,,,12,0,12,3,1
15,conan-io__conan-15185,,,,,,12,0,12,1,3
15,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
15,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,2,1
15,pydantic__pydantic-5529,0.0,False,0,2,0.0,6,0,6,2,1
15,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,4,0
15,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,0,0
15,python__mypy-10683,1.0,True,2,0,1.0,8,0,8,1,3
15,python__mypy-10683,1.0,True,2,0,1.0,12,0,11,1,6
15,python__mypy-10683,1.0,True,2,0,1.0,10,0,9,1,4
15,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,0
15,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,4,3
15,python__mypy-11824,0.0,False,0,2,0.0,9,0,9,1,3
15,python__mypy-11824,0.0,False,0,2,0.0,11,0,11,0,4
15,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,0,4
15,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,2,3
15,python__mypy-11828,0.333333,False,1,2,0.3333333333333333,12,0,12,2,3
15,python__mypy-11828,0.0,False,0,3,0.0,12,0,12,2,2
15,python__mypy-11828,0.0,False,0,3,0.0,6,0,6,0,3
15,python__mypy-15131,1.0,True,2,0,1.0,6,0,6,1,1
15,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
15,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
15,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
15,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
15,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,1,2
15,python__mypy-17071,0.0,False,0,2,0.0,10,0,10,1,4
15,python__mypy-17071,0.0,False,0,2,0.0,10,0,10,2,3
15,python__mypy-17071,0.0,False,0,2,0.0,8,0,8,0,2
16,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
16,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,1
16,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,3,4
16,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
16,conan-io__conan-14362,0.0,False,0,2,0.0,7,0,7,0,0
16,conan-io__conan-14362,0.0,False,0,2,0.0,12,1,11,1,2
16,conan-io__conan-14362,0.0,False,0,2,0.0,8,0,8,0,0
16,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,2
16,conan-io__conan-14795,0.0,False,0,4,0.0,12,0,12,0,0
16,conan-io__conan-14795,1.0,True,4,0,1.0,12,0,12,1,2
16,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
16,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
16,dask__dask-6682,0.0,False,0,2,0.0,12,0,12,0,2
16,dask__dask-6682,0.0,False,0,2,0.0,10,0,10,0,4
16,dask__dask-6682,0.0,False,0,2,0.0,5,0,5,0,2
16,dask__dask-6682,0.0,False,0,2,0.0,5,0,5,0,1
16,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,1,3
16,python__mypy-11241,0.0,False,0,3,0.0,8,0,8,0,3
16,python__mypy-11241,0.0,False,0,3,0.0,5,0,5,0,1
16,python__mypy-11241,0.0,False,0,3,0.0,8,0,8,1,2
16,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,1
16,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,1,2
16,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,2,1
16,python__mypy-11290,0.0,False,0,2,0.0,11,0,11,2,3
16,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,2,1
16,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
16,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,2
16,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
16,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,2,2
16,python__mypy-5617,1.0,True,2,0,1.0,10,0,10,1,2
16,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,0
16,python__mypy-5617,0.0,False,0,2,0.0,4,0,4,0,0
17,conan-io__conan-10408,,,,,,12,1,11,2,3
17,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,1,3
17,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,2
17,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,3
17,conan-io__conan-14362,0.0,False,0,2,0.0,7,0,7,0,1
17,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,2
17,conan-io__conan-14362,0.0,False,0,2,0.0,7,0,7,0,1
17,conan-io__conan-14362,0.5,False,1,1,0.5,8,0,8,1,1
17,conan-io__conan-14397,0.0,False,0,2,0.0,7,0,7,0,1
17,conan-io__conan-14397,,,,,,12,0,12,4,0
17,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,1,0
17,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,2,2
17,conan-io__conan-14795,1.0,True,4,0,1.0,7,0,6,1,1
17,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
17,conan-io__conan-14795,0.0,False,0,4,0.0,12,0,12,3,1
17,conan-io__conan-14795,1.0,True,4,0,1.0,12,0,11,1,2
17,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
17,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,1
17,conan-io__conan-15185,0.5,False,1,1,0.5,12,0,12,2,2
17,conan-io__conan-15185,0.5,False,1,1,0.5,12,0,12,3,4
17,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,2
17,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
17,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
17,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
17,python__mypy-15184,0.0,False,0,2,0.0,12,0,12,0,1
17,python__mypy-15184,0.0,False,0,2,0.0,5,0,5,0,1
17,python__mypy-15184,0.0,False,0,2,0.0,5,0,5,0,2
17,python__mypy-15184,0.0,False,0,2,0.0,8,0,8,1,2
17,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,0,5
17,python__mypy-17071,0.0,False,0,2,0.0,7,0,7,0,1
17,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,0,3
17,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,1,4
18,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,4
18,conan-io__conan-11560,0.0,False,0,4,0.0,12,1,11,2,1
18,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,0
18,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,2
18,dask__dask-6682,0.0,False,0,2,0.0,9,0,9,0,2
18,dask__dask-6682,0.0,False,0,2,0.0,4,0,4,0,1
18,dask__dask-6682,0.0,False,0,2,0.0,7,0,7,0,3
18,dask__dask-6682,0.0,False,0,2,0.0,5,0,5,0,1
18,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,2,2
18,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,1
18,python__mypy-10683,0.0,False,0,2,0.0,8,0,7,0,2
18,python__mypy-10683,0.0,False,0,2,0.0,11,0,11,0,3
18,python__mypy-11241,0.0,False,0,3,0.0,8,0,8,1,1
18,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
18,python__mypy-11241,0.0,False,0,3,0.0,9,0,9,2,2
18,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
18,python__mypy-11824,0.0,False,0,2,0.0,11,0,11,2,4
18,python__mypy-11824,0.0,False,0,2,0.0,6,0,6,0,2
18,python__mypy-11824,0.0,False,0,2,0.0,7,0,7,1,1
18,python__mypy-11824,0.0,False,0,2,0.0,7,0,7,0,2
18,python__mypy-15159,1.0,True,2,0,1.0,12,0,12,2,5
18,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
18,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,2,3
18,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,0
18,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,1
18,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
18,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
18,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
18,python__mypy-5617,1.0,True,2,0,1.0,12,0,12,1,4
18,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,2,2
18,python__mypy-5617,0.0,False,0,2,0.0,10,0,10,2,2
18,python__mypy-5617,1.0,True,2,0,1.0,12,0,12,3,2
19,conan-io__conan-10408,,,,,,12,0,12,2,2
19,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,3
19,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,1,4
19,conan-io__conan-10408,,,,,,12,0,12,4,2
19,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,1,3
19,conan-io__conan-14362,0.0,False,0,2,0.0,8,0,8,0,1
19,conan-io__conan-14362,0.0,False,0,2,0.0,12,1,11,0,3
19,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,1,1
19,conan-io__conan-14397,0.0,False,0,2,0.0,12,0,12,2,1
19,conan-io__conan-14397,,,,,,12,0,12,3,0
19,conan-io__conan-14397,1.0,True,2,0,1.0,12,0,12,2,2
19,conan-io__conan-14397,0.0,False,0,2,0.0,11,0,11,0,1
19,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
19,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
19,conan-io__conan-14795,1.0,True,4,0,1.0,10,0,9,1,1
19,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
19,iterative__dvc-9391,,,,,,12,0,12,2,3
19,iterative__dvc-9391,0.0,False,0,5,0.0,12,0,12,0,1
19,iterative__dvc-9391,0.0,False,0,5,0.0,11,0,11,2,3
19,iterative__dvc-9391,0.0,False,0,5,0.0,6,0,6,0,3
19,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,1,1
19,pydantic__pydantic-5529,0.0,False,0,2,0.0,8,0,8,4,1
19,pydantic__pydantic-5529,0.0,False,0,2,0.0,12,0,12,1,2
19,pydantic__pydantic-5529,0.0,False,0,2,0.0,8,0,8,2,2
19,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,0
19,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,1
19,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,2,4
19,python__mypy-10683,0.0,False,0,2,0.0,11,0,11,0,5
19,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,1,2
19,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
19,python__mypy-11241,0.0,False,0,3,0.0,9,0,9,0,4
19,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
20,conan-io__conan-14177,0.0,False,0,3,0.0,12,0,12,3,3
20,dask__dask-6682,0.0,False,0,2,0.0,10,0,10,0,3
20,dask__dask-6682,0.5,False,1,1,0.5,12,0,12,1,4
20,dask__dask-6682,0.0,False,0,2,0.0,7,0,7,0,2
20,dask__dask-6682,,,,,,12,0,12,1,1
20,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
20,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,1,1
20,python__mypy-11434,0.0,False,0,2,0.0,9,0,9,0,3
20,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,0
20,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,0,1
20,python__mypy-11824,0.0,False,0,2,0.0,9,0,9,0,2
20,python__mypy-11824,0.0,False,0,2,0.0,10,0,10,3,2
20,python__mypy-11824,0.0,False,0,2,0.0,10,0,10,2,2
20,python__mypy-15131,0.0,False,0,2,0.0,12,0,12,0,1
20,python__mypy-15159,0.0,False,0,2,0.0,10,0,10,2,4
20,python__mypy-15159,,,,,,12,0,12,3,4
20,python__mypy-15159,0.0,False,0,2,0.0,9,0,9,2,3
20,python__mypy-15159,0.0,False,0,2,0.0,12,0,12,0,4
20,python__mypy-15184,1.0,True,2,0,1.0,8,0,8,1,2
20,python__mypy-15184,0.0,False,0,2,0.0,6,0,6,0,2
20,python__mypy-15184,0.0,False,0,2,0.0,9,0,9,2,3
20,python__mypy-15184,1.0,True,2,0,1.0,8,0,8,1,3
20,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
20,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
20,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
20,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
20,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,2,2
20,python__mypy-17071,,,,,,10,0,10,0,2
20,python__mypy-17071,0.0,False,0,2,0.0,9,0,9,0,2
20,python__mypy-17071,0.0,False,0,2,0.0,9,0,9,1,4
20,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,0
20,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,2,3
20,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,1
20,python__mypy-5617,1.0,True,2,0,1.0,12,0,12,1,1
21,iterative__dvc-9391,0.0,False,0,5,0.0,11,0,11,0,4
21,iterative__dvc-9391,0.0,False,0,5,0.0,11,1,10,1,1
21,iterative__dvc-9391,0.0,False,0,5,0.0,11,0,11,1,4
21,iterative__dvc-9391,0.0,False,0,5,0.0,7,0,6,2,2
21,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,1,3
21,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,2
21,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,1
21,python__mypy-10683,0.0,False,0,2,0.0,12,0,12,0,1
21,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,0
21,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,1
21,python__mypy-11290,0.0,False,0,2,0.0,11,0,11,0,4
21,python__mypy-11290,0.0,False,0,2,0.0,12,0,12,0,3
21,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,2,2
21,python__mypy-11434,0.0,False,0,2,0.0,11,0,11,0,4
21,python__mypy-11434,0.0,False,0,2,0.0,12,0,12,0,1
21,python__mypy-11434,0.0,False,0,2,0.0,8,0,8,1,2
21,python__mypy-11824,0.0,False,0,2,0.0,7,0,7,1,1
21,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,0,1
21,python__mypy-11824,0.0,False,0,2,0.0,10,0,10,2,2
21,python__mypy-11824,0.0,False,0,2,0.0,12,0,12,0,0
21,python__mypy-15159,0.0,False,0,2,0.0,6,0,6,0,2
21,python__mypy-15159,1.0,True,2,0,1.0,12,0,12,3,4
21,python__mypy-15159,0.0,False,0,2,0.0,9,0,9,0,4
21,python__mypy-15159,1.0,True,2,0,1.0,10,0,9,3,3
21,python__mypy-15184,0.0,False,0,2,0.0,9,0,9,0,2
21,python__mypy-15184,0.0,False,0,2,0.0,7,0,7,1,1
21,python__mypy-15184,0.0,False,0,2,0.0,12,0,12,0,0
21,python__mypy-15184,0.0,False,0,2,0.0,6,0,6,0,2
21,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,1
21,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
21,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
21,python__mypy-16869,0.0,False,0,2,0.0,12,0,12,0,0
22,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,2,4
22,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
22,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
22,conan-io__conan-10408,0.0,False,0,4,0.0,12,0,12,0,0
22,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,3,2
22,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,1
22,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,3,2
22,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,1,3
22,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,1,2
22,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,1,2
22,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,1
22,conan-io__conan-14362,0.0,False,0,2,0.0,12,0,12,0,1
22,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
22,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
22,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
22,conan-io__conan-14795,1.0,True,4,0,1.0,4,0,3,1,1
22,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,1,0
22,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,0
22,conan-io__conan-15185,0.0,False,0,2,0.0,12,0,12,0,1
22,conan-io__conan-15185,0.0,False,0,2,0.0,10,0,10,1,2
22,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
22,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,1
22,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,2
22,python__mypy-11241,0.0,False,0,3,0.0,12,0,12,0,0
22,python__mypy-17071,,,,,,10,0,10,0,3
22,python__mypy-17071,0.0,False,0,2,0.0,7,0,7,0,2
22,python__mypy-17071,0.0,False,0,2,0.0,12,0,12,0,4
22,python__mypy-17071,0.0,False,0,2,0.0,8,0,8,1,3
22,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,0
22,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,2,2
22,python__mypy-5617,1.0,True,2,0,1.0,12,0,12,1,5
22,python__mypy-5617,0.0,False,0,2,0.0,12,0,12,0,1
23,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,2,3
23,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,3,2
23,conan-io__conan-11560,0.0,False,0,4,0.0,12,5,7,0,3
23,conan-io__conan-11560,0.0,False,0,4,0.0,12,0,12,0,0
23,conan-io__conan-14397,1.0,True,2,0,1.0,12,0,12,5,2
